ID,Category,Subcategory,Value,Timestamp
8720,Protein,Tofu,38.55,2024-01-11T11:41:00
8721,Grain,Rice,83.91,2024-01-30T03:33:00
8722,Dairy,Butter,76.92,2024-02-11T16:05:00
8723,Dairy,Cream,66.07,2024-02-03T01:21:00
8724,Protein,Fish,61.92,2024-02-05T14:07:00
8725,Protein,Egg,8.81,2024-01-25T20:05:00
8726,Protein,Egg,4.45,2024-01-06T07:23:00
8727,Vegetable,Broccoli,50.83,2024-01-16T13:22:00
8728,Dairy,Milk,67.71,2024-02-10T10:23:00
8729,Dairy,Yogurt,33.74,2024-02-21T10:07:00
8730,Protein,Egg,56.23,2024-01-20T00:47:00
8731,Vegetable,Broccoli,38.01,2024-01-23T03:54:00
8732,Dairy,Cheese,97.43,2024-03-08T01:12:00
8733,Protein,Chicken,10.62,2024-01-11T14:37:00
8734,Fruit,Apple,91.19,2024-02-17T03:45:00
8735,Dairy,Milk,96.25,2024-01-23T18:45:00
8736,Grain,Corn,89.81,2024-02-25T11:53:00
8737,Protein,Fish,60.05,2024-01-16T02:30:00
8738,Fruit,Orange,36.34,2024-02-22T12:12:00
8739,Grain,Rice,50.51,2024-01-20T01:58:00
8740,Fruit,Grape,72.6,2024-01-19T01:45:00
8741,Dairy,Cream,1.82,2024-03-10T02:50:00
8742,Fruit,Orange,15.63,2024-02-08T02:25:00
8743,Dairy,Cheese,35.27,2024-02-15T02:05:00
8744,Vegetable,Carrot,34.16,2024-01-31T05:00:00
8745,Dairy,Cream,82.8,2024-02-22T06:53:00
8746,Protein,Tofu,92.22,2024-02-19T21:15:00
8747,Fruit,Berry,14.95,2024-01-06T20:19:00
8748,Dairy,Butter,97.2,2024-01-24T05:53:00
8749,Protein,Egg,28.72,2024-01-28T18:23:00
8750,Grain,Rice,30.17,2024-02-23T03:29:00
8751,Vegetable,Pepper,95.88,2024-02-13T20:27:00
8752,Protein,Fish,68.54,2024-01-17T09:44:00
8753,Fruit,Banana,43.55,2024-02-11T16:32:00
8754,Vegetable,Pepper,34.26,2024-01-05T07:35:00
8755,Dairy,Yogurt,80.26,2024-02-26T13:40:00
8756,Vegetable,Pepper,45.16,2024-02-08T22:40:00
8757,Protein,Egg,52.33,2024-02-26T07:28:00
8758,Grain,Barley,99.32,2024-02-17T18:18:00
8759,Grain,Corn,33.73,2024-01-26T09:00:00
8760,Dairy,Cream,26.54,2024-02-11T03:13:00
8761,Dairy,Milk,24.32,2024-01-01T09:19:00
8762,Fruit,Berry,92.69,2024-01-13T09:31:00
8763,Protein,Beef,42.18,2024-01-01T07:07:00
8764,Dairy,Cream,44.06,2024-03-04T07:04:00
8765,Grain,Oats,66.69,2024-01-06T19:48:00
8766,Protein,Beef,25.87,2024-01-23T16:22:00
8767,Protein,Egg,3.69,2024-01-14T22:39:00
8768,Dairy,Cream,29.35,2024-01-27T19:34:00
8769,Grain,Barley,25.0,2024-03-06T10:10:00
8770,Dairy,Butter,12.76,2024-01-07T08:42:00
8771,Dairy,Butter,55.88,2024-02-06T14:19:00
8772,Vegetable,Spinach,70.42,2024-01-22T20:16:00
8773,Fruit,Grape,3.79,2024-02-08T03:04:00
8774,Dairy,Cream,25.98,2024-01-03T18:05:00
8775,Dairy,Cheese,11.11,2024-01-04T04:43:00
8776,Vegetable,Spinach,45.5,2024-01-28T06:17:00
8777,Vegetable,Spinach,6.23,2024-02-10T01:10:00
8778,Vegetable,Pepper,7.67,2024-02-07T16:04:00
8779,Vegetable,Broccoli,30.53,2024-02-02T01:16:00
8780,Grain,Wheat,86.3,2024-01-10T13:40:00
8781,Vegetable,Carrot,21.76,2024-03-04T13:57:00
8782,Fruit,Grape,54.91,2024-01-17T22:20:00
8783,Protein,Tofu,54.42,2024-01-05T07:44:00
8784,Grain,Corn,8.68,2024-03-04T10:31:00
8785,Dairy,Yogurt,62.64,2024-02-16T11:32:00
8786,Dairy,Cream,40.73,2024-01-22T02:02:00
8787,Dairy,Butter,33.28,2024-01-27T23:36:00
8788,Fruit,Berry,93.08,2024-01-16T00:59:00
8789,Protein,Egg,18.43,2024-01-13T16:45:00
8790,Fruit,Orange,91.57,2024-02-17T15:11:00
8791,Protein,Tofu,43.85,2024-01-04T18:39:00
8792,Dairy,Cream,27.98,2024-02-23T15:24:00
8793,Protein,Egg,76.36,2024-01-16T23:36:00
8794,Protein,Egg,89.17,2024-03-04T01:10:00
8795,Protein,Fish,45.45,2024-01-04T06:39:00
8796,Dairy,Cheese,5.4,2024-01-08T05:06:00
8797,Vegetable,Spinach,81.63,2024-02-19T04:30:00
8798,Protein,Tofu,10.03,2024-03-07T18:32:00
8799,Vegetable,Spinach,74.83,2024-01-02T12:38:00
8800,Vegetable,Pepper,94.52,2024-02-17T14:24:00
8801,Grain,Oats,13.55,2024-02-10T06:41:00
8802,Grain,Barley,39.53,2024-02-08T21:50:00
8803,Protein,Fish,19.43,2024-01-14T02:37:00
8804,Protein,Tofu,74.14,2024-01-03T15:28:00
8805,Vegetable,Spinach,1.62,2024-02-13T23:23:00
8806,Grain,Barley,23.42,2024-01-25T10:50:00
8807,Grain,Rice,95.7,2024-01-01T15:50:00
8808,Grain,Wheat,66.92,2024-01-21T17:06:00
8809,Vegetable,Broccoli,64.13,2024-02-01T13:56:00
8810,Dairy,Butter,25.03,2024-02-08T17:02:00
8811,Vegetable,Spinach,95.45,2024-01-12T17:56:00
8812,Grain,Corn,64.79,2024-01-04T07:50:00
8813,Fruit,Banana,33.73,2024-01-31T21:59:00
8814,Protein,Fish,70.87,2024-02-12T18:19:00
8815,Vegetable,Carrot,94.21,2024-02-12T01:52:00
8816,Vegetable,Spinach,17.85,2024-02-01T08:20:00
8817,Grain,Rice,31.91,2024-01-15T20:33:00
8818,Dairy,Milk,76.57,2024-01-14T20:54:00
8819,Dairy,Yogurt,34.44,2024-02-07T08:50:00
8820,Protein,Egg,72.92,2024-03-04T17:57:00
8821,Vegetable,Tomato,79.78,2024-02-11T16:51:00
8822,Fruit,Banana,11.32,2024-02-07T19:49:00
8823,Grain,Barley,54.21,2024-01-07T07:03:00
8824,Dairy,Cream,42.71,2024-01-26T23:39:00
8825,Grain,Corn,24.05,2024-02-05T14:05:00
8826,Dairy,Butter,61.26,2024-01-28T00:51:00
8827,Dairy,Cream,67.45,2024-01-25T01:55:00
8828,Grain,Corn,74.86,2024-01-19T20:41:00
8829,Vegetable,Spinach,62.74,2024-01-07T10:07:00
8830,Vegetable,Broccoli,54.89,2024-01-31T01:32:00
8831,Dairy,Cream,47.06,2024-03-03T18:10:00
8832,Grain,Rice,2.05,2024-02-08T12:34:00
8833,Vegetable,Spinach,68.06,2024-01-24T19:50:00
8834,Dairy,Cream,84.19,2024-03-02T15:59:00
8835,Dairy,Cheese,42.75,2024-01-03T21:24:00
8836,Grain,Corn,3.38,2024-02-20T12:45:00
8837,Protein,Fish,21.43,2024-01-08T17:59:00
8838,Vegetable,Carrot,23.31,2024-01-23T07:04:00
8839,Protein,Egg,3.86,2024-01-11T16:18:00
8840,Vegetable,Tomato,50.38,2024-03-10T02:30:00
8841,Grain,Wheat,54.89,2024-01-23T13:13:00
8842,Dairy,Butter,55.42,2024-01-05T20:31:00
8843,Dairy,Cream,77.73,2024-01-07T21:21:00
8844,Fruit,Berry,67.69,2024-01-11T15:31:00
8845,Dairy,Cheese,21.46,2024-01-26T12:06:00
8846,Vegetable,Broccoli,40.97,2024-01-02T22:15:00
8847,Vegetable,Pepper,49.61,2024-02-16T13:22:00
8848,Grain,Rice,99.8,2024-02-04T16:14:00
8849,Dairy,Cream,43.72,2024-02-26T12:35:00
8850,Dairy,Butter,69.99,2024-02-22T22:00:00
8851,Dairy,Yogurt,96.11,2024-02-01T00:06:00
8852,Protein,Fish,61.55,2024-02-03T18:08:00
8853,Dairy,Milk,89.21,2024-01-30T12:14:00
8854,Vegetable,Pepper,14.27,2024-03-05T15:10:00
8855,Fruit,Grape,12.36,2024-02-16T18:43:00
8856,Dairy,Yogurt,89.86,2024-02-20T21:29:00
8857,Vegetable,Tomato,35.15,2024-01-15T14:30:00
8858,Dairy,Cheese,74.17,2024-03-01T07:55:00
8859,Dairy,Cheese,81.09,2024-01-06T14:47:00
8860,Grain,Barley,64.88,2024-02-15T13:37:00
8861,Vegetable,Carrot,40.04,2024-01-29T12:29:00
8862,Fruit,Apple,61.42,2024-03-05T14:30:00
8863,Vegetable,Carrot,30.64,2024-02-04T01:35:00
8864,Grain,Oats,71.34,2024-01-30T02:19:00
8865,Vegetable,Carrot,80.58,2024-01-04T16:10:00
8866,Vegetable,Pepper,63.44,2024-02-26T16:52:00
8867,Dairy,Butter,21.05,2024-02-16T16:25:00
8868,Protein,Beef,30.72,2024-01-06T03:49:00
8869,Vegetable,Broccoli,68.64,2024-01-23T00:35:00
8870,Vegetable,Carrot,78.79,2024-03-08T03:48:00
8871,Dairy,Yogurt,1.95,2024-03-04T22:02:00
8872,Vegetable,Tomato,20.83,2024-02-09T17:33:00
8873,Vegetable,Broccoli,64.75,2024-01-03T00:10:00
8874,Protein,Fish,9.94,2024-03-06T05:19:00
8875,Fruit,Berry,90.22,2024-02-02T22:08:00
8876,Vegetable,Broccoli,48.34,2024-01-29T20:27:00
8877,Protein,Egg,7.05,2024-01-03T10:47:00
8878,Dairy,Butter,61.17,2024-01-24T00:25:00
8879,Fruit,Orange,80.25,2024-02-29T15:45:00
8880,Vegetable,Spinach,33.17,2024-02-07T00:18:00
8881,Fruit,Apple,55.82,2024-02-24T02:21:00
8882,Fruit,Apple,21.19,2024-01-28T13:02:00
8883,Vegetable,Broccoli,80.3,2024-03-05T15:07:00
8884,Dairy,Butter,7.8,2024-01-20T12:13:00
8885,Protein,Egg,43.81,2024-01-17T00:15:00
8886,Grain,Corn,55.14,2024-01-08T22:27:00
8887,Vegetable,Pepper,24.68,2024-01-12T16:32:00
8888,Fruit,Apple,15.92,2024-01-16T01:22:00
8889,Protein,Chicken,88.4,2024-03-05T10:06:00
8890,Vegetable,Tomato,9.27,2024-01-21T08:52:00
8891,Fruit,Apple,29.71,2024-01-28T18:58:00
8892,Protein,Chicken,17.11,2024-02-17T20:17:00
8893,Protein,Chicken,56.05,2024-02-28T16:25:00
8894,Protein,Chicken,58.26,2024-03-02T15:51:00
8895,Grain,Oats,81.15,2024-01-15T08:40:00
8896,Vegetable,Carrot,82.63,2024-01-10T19:15:00
8897,Protein,Egg,4.57,2024-01-15T00:35:00
8898,Fruit,Orange,20.03,2024-02-05T17:32:00
8899,Protein,Beef,10.32,2024-01-14T19:11:00
8900,Vegetable,Pepper,88.22,2024-02-26T23:35:00
8901,Grain,Corn,6.33,2024-01-28T08:13:00
8902,Fruit,Grape,9.42,2024-02-29T15:17:00
8903,Vegetable,Tomato,90.29,2024-01-09T09:30:00
8904,Protein,Chicken,88.9,2024-03-10T10:12:00
8905,Grain,Oats,4.54,2024-01-03T17:54:00
8906,Fruit,Orange,72.5,2024-01-15T11:05:00
8907,Fruit,Orange,27.97,2024-01-24T23:37:00
8908,Protein,Fish,43.56,2024-02-14T21:10:00
8909,Fruit,Banana,89.54,2024-02-13T05:06:00
8910,Grain,Oats,6.75,2024-03-06T03:09:00
8911,Grain,Corn,35.33,2024-03-05T00:30:00
8912,Vegetable,Broccoli,71.04,2024-02-29T10:32:00
8913,Grain,Wheat,23.38,2024-02-04T08:16:00
8914,Vegetable,Carrot,40.04,2024-01-18T19:49:00
8915,Grain,Barley,73.08,2024-01-09T10:46:00
8916,Fruit,Banana,77.28,2024-03-03T19:23:00
8917,Grain,Rice,95.46,2024-03-10T03:34:00
8918,Protein,Egg,38.53,2024-01-19T17:31:00
8919,Fruit,Grape,40.49,2024-02-12T00:30:00
8920,Fruit,Apple,35.19,2024-02-25T07:10:00
8921,Dairy,Butter,91.49,2024-02-06T03:02:00
8922,Grain,Barley,25.31,2024-03-06T03:29:00
8923,Vegetable,Spinach,22.6,2024-02-11T23:32:00
8924,Fruit,Apple,49.82,2024-03-08T13:20:00
8925,Dairy,Cream,82.06,2024-01-03T09:43:00
8926,Protein,Tofu,86.8,2024-01-06T23:31:00
8927,Dairy,Milk,56.38,2024-01-19T00:19:00
8928,Vegetable,Spinach,22.4,2024-01-20T14:45:00
8929,Fruit,Grape,34.43,2024-02-18T15:40:00
8930,Grain,Oats,29.25,2024-03-04T08:05:00
8931,Protein,Egg,55.65,2024-02-26T17:04:00
8932,Vegetable,Spinach,47.34,2024-02-24T14:14:00
8933,Fruit,Berry,49.8,2024-01-13T22:30:00
8934,Protein,Fish,91.42,2024-03-04T00:41:00
8935,Vegetable,Broccoli,55.49,2024-01-31T17:38:00
8936,Dairy,Yogurt,32.32,2024-01-11T05:54:00
8937,Vegetable,Tomato,77.16,2024-02-22T10:31:00
8938,Grain,Rice,96.42,2024-01-29T06:59:00
8939,Protein,Beef,78.05,2024-01-22T09:49:00
8940,Grain,Corn,54.72,2024-01-19T18:25:00
8941,Protein,Tofu,20.35,2024-02-21T05:00:00
8942,Vegetable,Spinach,95.33,2024-02-18T09:55:00
8943,Fruit,Apple,26.55,2024-01-22T10:12:00
8944,Grain,Oats,44.46,2024-02-17T05:30:00
8945,Dairy,Butter,42.69,2024-01-25T21:24:00
8946,Protein,Tofu,74.07,2024-03-05T18:45:00
8947,Dairy,Milk,39.9,2024-02-14T16:48:00
8948,Fruit,Orange,4.82,2024-01-21T18:02:00
8949,Fruit,Grape,33.96,2024-01-16T08:26:00
8950,Protein,Tofu,48.6,2024-01-04T09:31:00
8951,Fruit,Banana,36.48,2024-01-28T11:31:00
8952,Fruit,Berry,11.24,2024-03-09T04:51:00
8953,Dairy,Yogurt,80.13,2024-02-03T15:59:00
8954,Grain,Wheat,54.86,2024-03-05T07:52:00
8955,Dairy,Cheese,70.6,2024-01-07T05:30:00
8956,Fruit,Grape,54.36,2024-01-11T18:20:00
8957,Fruit,Banana,39.28,2024-01-03T19:49:00
8958,Vegetable,Pepper,8.54,2024-02-17T00:05:00
8959,Protein,Beef,40.57,2024-03-09T02:46:00
8960,Fruit,Banana,34.83,2024-03-05T13:26:00
8961,Dairy,Butter,97.16,2024-01-24T12:03:00
8962,Vegetable,Pepper,50.58,2024-01-23T11:08:00
8963,Grain,Barley,75.55,2024-01-22T01:39:00
8964,Grain,Corn,9.86,2024-01-25T07:05:00
8965,Fruit,Orange,29.72,2024-03-02T14:10:00
8966,Dairy,Yogurt,28.8,2024-01-31T18:17:00
8967,Protein,Fish,67.78,2024-02-08T14:13:00
8968,Fruit,Apple,23.86,2024-01-01T15:10:00
8969,Fruit,Apple,60.5,2024-02-07T15:39:00
8970,Vegetable,Spinach,50.16,2024-01-14T15:19:00
8971,Vegetable,Tomato,38.26,2024-02-23T10:25:00
8972,Grain,Oats,69.01,2024-03-03T20:20:00
8973,Fruit,Grape,74.63,2024-01-19T21:38:00
8974,Grain,Barley,23.94,2024-02-03T11:08:00
8975,Fruit,Berry,33.16,2024-03-02T19:41:00
8976,Grain,Rice,98.0,2024-02-23T06:59:00
8977,Vegetable,Broccoli,3.91,2024-03-06T04:25:00
8978,Protein,Egg,9.42,2024-03-03T03:58:00
8979,Dairy,Milk,54.82,2024-01-07T08:06:00
8980,Vegetable,Pepper,80.55,2024-01-24T15:09:00
8981,Fruit,Orange,28.23,2024-02-18T00:45:00
8982,Dairy,Cream,27.93,2024-03-08T20:34:00
8983,Grain,Corn,4.36,2024-03-03T21:34:00
8984,Grain,Wheat,81.24,2024-02-21T22:05:00
8985,Dairy,Cream,34.2,2024-03-05T14:38:00
8986,Fruit,Banana,81.32,2024-02-24T01:25:00
8987,Dairy,Yogurt,29.22,2024-03-09T03:52:00
8988,Grain,Corn,58.03,2024-01-27T17:33:00
8989,Vegetable,Carrot,98.12,2024-03-09T09:50:00
8990,Grain,Oats,84.63,2024-01-12T20:55:00
8991,Grain,Oats,17.69,2024-01-01T16:56:00
8992,Fruit,Apple,42.08,2024-03-08T13:59:00
8993,Fruit,Grape,21.26,2024-01-28T20:32:00
8994,Grain,Barley,66.56,2024-01-26T21:38:00
8995,Dairy,Cream,19.23,2024-01-29T11:51:00
8996,Fruit,Grape,71.45,2024-02-20T03:14:00
8997,Vegetable,Spinach,42.83,2024-03-07T15:41:00
8998,Protein,Egg,49.15,2024-01-09T07:00:00
8999,Fruit,Apple,9.96,2024-01-02T03:52:00
9000,Grain,Barley,96.63,2024-01-10T09:58:00
9001,Vegetable,Tomato,29.1,2024-02-29T17:18:00
9002,Dairy,Butter,41.1,2024-01-07T19:36:00
9003,Vegetable,Carrot,85.79,2024-02-21T13:03:00
9004,Dairy,Cream,28.9,2024-03-04T14:39:00
9005,Dairy,Cheese,62.93,2024-02-27T23:45:00
9006,Vegetable,Broccoli,71.65,2024-01-14T15:08:00
9007,Protein,Beef,64.35,2024-02-13T23:59:00
9008,Vegetable,Tomato,81.16,2024-03-05T21:26:00
9009,Dairy,Butter,66.19,2024-02-22T05:26:00
9010,Protein,Chicken,66.29,2024-01-05T09:27:00
9011,Vegetable,Pepper,88.64,2024-02-04T10:32:00
9012,Dairy,Butter,95.11,2024-02-12T23:52:00
9013,Fruit,Apple,34.82,2024-02-21T00:08:00
9014,Vegetable,Carrot,83.74,2024-02-12T15:59:00
9015,Fruit,Berry,79.25,2024-01-26T06:24:00
9016,Fruit,Apple,49.28,2024-02-22T12:09:00
9017,Fruit,Apple,98.9,2024-01-11T20:31:00
9018,Fruit,Banana,93.37,2024-01-24T11:09:00
9019,Dairy,Butter,71.54,2024-01-08T10:31:00
9020,Fruit,Berry,85.77,2024-01-22T22:43:00
9021,Fruit,Berry,46.29,2024-01-28T14:51:00
9022,Vegetable,Broccoli,87.44,2024-02-14T13:16:00
9023,Vegetable,Tomato,91.81,2024-02-29T07:17:00
9024,Dairy,Cheese,24.88,2024-03-06T16:23:00
9025,Grain,Oats,56.4,2024-03-07T06:21:00
9026,Grain,Corn,1.47,2024-02-12T16:00:00
9027,Protein,Egg,88.85,2024-02-27T13:46:00
9028,Vegetable,Broccoli,24.98,2024-01-31T10:21:00
9029,Fruit,Orange,9.57,2024-02-29T03:30:00
9030,Protein,Chicken,55.51,2024-01-15T21:00:00
9031,Vegetable,Pepper,48.82,2024-02-23T07:09:00
9032,Fruit,Berry,41.5,2024-02-06T22:37:00
9033,Grain,Rice,15.69,2024-02-09T04:10:00
9034,Dairy,Cheese,55.38,2024-01-20T13:41:00
9035,Protein,Fish,46.48,2024-02-07T07:22:00
9036,Dairy,Butter,76.04,2024-03-01T20:39:00
9037,Protein,Beef,97.53,2024-03-06T06:55:00
9038,Fruit,Apple,19.7,2024-03-08T19:31:00
9039,Grain,Rice,83.36,2024-03-09T04:47:00
9040,Protein,Chicken,45.25,2024-01-23T09:19:00
9041,Grain,Barley,77.89,2024-02-18T00:50:00
9042,Protein,Tofu,91.99,2024-03-05T04:12:00
9043,Grain,Barley,23.25,2024-01-04T07:55:00
9044,Grain,Rice,57.49,2024-02-16T20:42:00
9045,Vegetable,Broccoli,50.96,2024-02-24T01:19:00
9046,Vegetable,Pepper,49.68,2024-01-28T17:07:00
9047,Protein,Tofu,86.66,2024-03-03T06:28:00
9048,Vegetable,Tomato,41.57,2024-01-06T09:28:00
9049,Grain,Oats,67.65,2024-01-25T11:41:00
9050,Dairy,Butter,32.35,2024-01-13T03:02:00
9051,Grain,Corn,40.12,2024-03-02T14:53:00
9052,Dairy,Milk,77.57,2024-02-16T09:44:00
9053,Vegetable,Tomato,11.19,2024-02-23T08:05:00
9054,Dairy,Butter,48.19,2024-02-01T20:38:00
9055,Fruit,Apple,20.19,2024-01-31T09:17:00
9056,Vegetable,Spinach,7.04,2024-02-09T19:39:00
9057,Vegetable,Pepper,61.53,2024-01-21T13:11:00
9058,Fruit,Orange,13.38,2024-03-08T15:31:00
9059,Grain,Oats,35.19,2024-02-03T18:56:00
9060,Grain,Wheat,24.91,2024-02-25T16:28:00
9061,Fruit,Grape,75.6,2024-01-24T11:24:00
9062,Fruit,Grape,23.48,2024-01-08T21:03:00
9063,Grain,Barley,34.94,2024-02-28T22:02:00
9064,Vegetable,Broccoli,47.03,2024-03-08T18:40:00
9065,Grain,Oats,13.09,2024-02-01T04:25:00
9066,Protein,Beef,48.74,2024-02-27T14:32:00
9067,Protein,Egg,98.36,2024-01-06T15:06:00
9068,Dairy,Cheese,40.54,2024-02-07T03:42:00
9069,Protein,Beef,20.22,2024-02-14T20:01:00
9070,Grain,Wheat,22.49,2024-01-24T11:19:00
9071,Vegetable,Spinach,53.75,2024-02-02T07:24:00
9072,Grain,Wheat,77.56,2024-02-17T07:09:00
9073,Vegetable,Pepper,14.84,2024-01-20T22:39:00
9074,Grain,Wheat,19.44,2024-03-09T08:23:00
9075,Protein,Beef,11.1,2024-01-22T05:09:00
9076,Vegetable,Pepper,82.63,2024-03-07T18:01:00
9077,Fruit,Apple,54.78,2024-02-23T03:54:00
9078,Dairy,Cheese,65.84,2024-01-23T20:16:00
9079,Fruit,Orange,74.56,2024-01-02T00:20:00
9080,Dairy,Cheese,19.92,2024-03-10T07:52:00
9081,Vegetable,Carrot,63.59,2024-02-18T21:58:00
9082,Protein,Beef,53.8,2024-02-03T10:01:00
9083,Grain,Rice,13.66,2024-02-28T18:29:00
9084,Grain,Barley,62.97,2024-01-02T03:36:00
9085,Dairy,Butter,22.69,2024-01-10T04:41:00
9086,Protein,Egg,80.29,2024-02-28T09:51:00
9087,Dairy,Milk,48.27,2024-02-08T07:36:00
9088,Protein,Tofu,54.5,2024-02-29T09:30:00
9089,Grain,Oats,37.58,2024-03-05T06:19:00
9090,Dairy,Yogurt,30.94,2024-03-03T21:51:00
9091,Vegetable,Carrot,37.4,2024-03-01T14:13:00
9092,Protein,Beef,46.89,2024-03-01T20:50:00
9093,Vegetable,Pepper,29.65,2024-01-30T10:03:00
9094,Vegetable,Spinach,63.29,2024-02-10T23:42:00
9095,Vegetable,Tomato,43.44,2024-02-18T04:18:00
9096,Dairy,Cream,21.21,2024-03-07T01:35:00
9097,Vegetable,Tomato,99.21,2024-01-20T10:08:00
9098,Protein,Chicken,22.87,2024-02-11T13:55:00
9099,Protein,Egg,47.41,2024-03-02T14:47:00
9100,Protein,Beef,68.09,2024-01-08T07:25:00
9101,Dairy,Milk,24.56,2024-01-09T14:39:00
9102,Protein,Egg,38.04,2024-02-22T22:38:00
9103,Grain,Oats,79.99,2024-01-08T08:17:00
9104,Fruit,Orange,33.83,2024-02-06T01:20:00
9105,Grain,Corn,87.82,2024-03-08T00:46:00
9106,Protein,Tofu,64.15,2024-01-04T08:26:00
9107,Grain,Corn,23.09,2024-01-28T02:15:00
9108,Grain,Corn,47.63,2024-01-28T02:38:00
9109,Protein,Egg,68.18,2024-02-09T00:12:00
9110,Vegetable,Spinach,56.39,2024-02-02T14:52:00
9111,Protein,Chicken,89.17,2024-01-01T02:07:00
9112,Vegetable,Tomato,34.16,2024-01-29T06:07:00
9113,Vegetable,Pepper,38.73,2024-01-14T21:35:00
9114,Fruit,Banana,35.89,2024-03-10T02:52:00
9115,Grain,Wheat,90.85,2024-02-10T05:03:00
9116,Dairy,Cheese,57.7,2024-02-07T17:46:00
9117,Vegetable,Tomato,60.77,2024-02-25T23:40:00
9118,Dairy,Cream,29.61,2024-01-19T07:13:00
9119,Protein,Egg,35.44,2024-03-08T17:30:00
9120,Dairy,Butter,36.87,2024-03-01T07:18:00
9121,Dairy,Cheese,8.37,2024-01-06T07:09:00
9122,Protein,Tofu,22.5,2024-01-05T21:02:00
9123,Vegetable,Carrot,2.55,2024-01-14T07:58:00
9124,Grain,Wheat,38.64,2024-02-04T05:28:00
9125,Vegetable,Spinach,35.74,2024-02-05T13:06:00
9126,Grain,Wheat,72.26,2024-01-17T22:04:00
9127,Vegetable,Spinach,29.22,2024-02-15T23:10:00
9128,Grain,Oats,56.86,2024-02-24T11:12:00
9129,Fruit,Grape,67.09,2024-01-01T11:06:00
9130,Fruit,Berry,13.26,2024-02-24T21:43:00
9131,Fruit,Banana,55.32,2024-02-09T05:04:00
9132,Grain,Rice,75.03,2024-01-19T22:06:00
9133,Vegetable,Pepper,31.64,2024-03-09T18:18:00
9134,Grain,Barley,88.77,2024-02-27T03:46:00
9135,Vegetable,Pepper,51.9,2024-02-25T21:23:00
9136,Dairy,Yogurt,10.05,2024-02-09T04:58:00
9137,Fruit,Berry,67.42,2024-02-24T13:33:00
9138,Vegetable,Pepper,10.58,2024-02-07T18:13:00
9139,Dairy,Yogurt,64.21,2024-02-20T21:39:00
9140,Fruit,Apple,29.27,2024-03-09T09:04:00
9141,Grain,Wheat,71.86,2024-02-08T02:09:00
9142,Grain,Barley,83.7,2024-01-24T04:55:00
9143,Grain,Wheat,69.18,2024-01-22T06:45:00
9144,Protein,Tofu,77.04,2024-01-06T04:25:00
9145,Dairy,Cheese,50.62,2024-02-22T02:51:00
9146,Fruit,Banana,39.51,2024-02-01T09:09:00
9147,Fruit,Berry,19.95,2024-02-19T08:43:00
9148,Dairy,Butter,44.81,2024-02-24T00:20:00
9149,Protein,Egg,50.74,2024-02-10T12:14:00
9150,Dairy,Cheese,81.71,2024-02-02T06:59:00
9151,Fruit,Berry,82.12,2024-02-16T05:59:00
9152,Dairy,Cream,22.22,2024-01-04T16:38:00
9153,Grain,Wheat,74.94,2024-01-06T06:10:00
9154,Vegetable,Spinach,5.46,2024-02-21T22:36:00
9155,Protein,Tofu,28.76,2024-02-25T08:45:00
9156,Vegetable,Broccoli,93.1,2024-01-28T03:21:00
9157,Vegetable,Broccoli,25.86,2024-02-06T22:15:00
9158,Protein,Fish,18.5,2024-01-11T04:52:00
9159,Vegetable,Carrot,68.92,2024-02-05T09:30:00
9160,Fruit,Orange,50.94,2024-01-06T18:42:00
9161,Fruit,Berry,55.04,2024-01-20T01:49:00
9162,Dairy,Yogurt,42.54,2024-01-27T11:07:00
9163,Grain,Corn,1.07,2024-01-28T06:36:00
9164,Protein,Chicken,21.98,2024-02-06T14:58:00
9165,Dairy,Butter,28.34,2024-02-09T04:01:00
9166,Protein,Chicken,66.05,2024-01-08T10:57:00
9167,Grain,Rice,19.44,2024-01-11T12:57:00
9168,Dairy,Milk,98.52,2024-01-22T15:21:00
9169,Protein,Tofu,70.18,2024-02-01T23:05:00
9170,Protein,Tofu,71.31,2024-03-05T17:06:00
9171,Fruit,Berry,90.39,2024-01-05T01:01:00
9172,Fruit,Banana,13.14,2024-02-17T10:26:00
9173,Protein,Beef,22.27,2024-02-03T22:24:00
9174,Vegetable,Tomato,42.18,2024-03-06T02:12:00
9175,Grain,Rice,10.94,2024-01-21T08:04:00
9176,Protein,Fish,32.25,2024-01-01T00:42:00
9177,Fruit,Orange,59.03,2024-02-13T20:46:00
9178,Vegetable,Tomato,2.14,2024-01-03T20:05:00
9179,Fruit,Orange,85.7,2024-02-02T04:55:00
9180,Grain,Rice,96.35,2024-01-09T10:22:00
9181,Dairy,Cream,6.43,2024-03-09T01:19:00
9182,Fruit,Berry,30.23,2024-02-21T17:15:00
9183,Protein,Chicken,19.78,2024-02-06T12:22:00
9184,Dairy,Milk,87.83,2024-01-31T14:05:00
9185,Fruit,Berry,10.39,2024-03-08T07:53:00
9186,Protein,Beef,83.5,2024-02-22T11:08:00
9187,Grain,Barley,44.36,2024-02-15T15:54:00
9188,Grain,Corn,8.6,2024-01-01T17:00:00
9189,Protein,Chicken,64.56,2024-02-25T13:15:00
9190,Vegetable,Tomato,85.22,2024-03-05T08:45:00
9191,Vegetable,Tomato,90.81,2024-02-03T06:45:00
9192,Fruit,Grape,91.92,2024-03-04T21:31:00
9193,Fruit,Berry,42.83,2024-01-14T23:45:00
9194,Protein,Beef,21.55,2024-01-13T18:55:00
9195,Fruit,Orange,28.67,2024-02-02T03:10:00
